,JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
501,Saleforce Developer,PeekLogic,"Cleveland, OH 44127 (North Broadway area)•Remote",30+ days ago,2021-09-09,"
luLooking for qualified software developer with experience in software design, development and support.lu
lu1+ years of working with salesforce.com administration and…lu
",,https://www.indeed.com/rc/clk?jk=0e2f6ac9b8ddacbf&fccid=a3401326fcb804df&vjs=3
502,"Senior Software Engineer, Analytics Engineering",Mailchimp,"Oakland, CA•Remote",30+ days ago,2021-09-09,"
luDevelop new and enhance existing features as well as investigate and resolve defects.lu
luYou're experienced in designing and implementing application architectures…lu
",,https://www.indeed.com/rc/clk?jk=29562ee92ab96ed6&fccid=1059c2aae8d976fc&vjs=3
503,Security Operations Engineer,Cornell University,"Ithaca, NY 14853•Temporarily Remote",27 days ago,2021-09-09,"
luCornell University embraces diversity and seeks candidates who will contribute to a climate that supports students, faculty and staff of all identities and…lu
",,https://www.indeed.com/rc/clk?jk=9025422dfc16cbaf&fccid=306f028923c9e104&vjs=3
504,Software Engineer,EMEW Labs Pte.Ltd Singapore,Remote,30+ days ago,2021-09-09,"
luUnderstands fundamental design principles behind a scalable application.lu
luMinimum 2 years experience (for Junior Engineers) and 5 years experience (for Senior…lu
",,https://www.indeed.com/rc/clk?jk=89de98717c1909f7&fccid=a261f29b789bad6a&vjs=3
505,"Staff Software Engineer, Purchase (Remote)",Minted,"Kansas City, MO 64108 (Crown Center area)•Remote",12 days ago,2021-09-09,"
luWe strive to maintain the balance between building out new features and scaling our platform while staying agile in a fast-moving environment.lu
",,https://www.indeed.com/rc/clk?jk=3c5655fb246e3829&fccid=b806b5fae6a94a1d&vjs=3
506,Senior Demo Architect,Zendesk,Remote,30+ days ago,2021-09-09,"
luZendesk is looking for a Senior Demo Architect to own, build and maintain all centralized demo instances utilized by the Sales and Solutions Consulting (SC)…lu
",,https://www.indeed.com/rc/clk?jk=cf7f1359b5ca32db&fccid=41e8f9abd9840a7a&vjs=3
507,Full Stack Developer,Digital Impulse,"Watertown, MA 02472 (Bemis area)•Remote",30+ days ago,2021-09-09,"
luAt Digital Impulse, we believe remarkable talent, enthusiasm, and creative thinking add up to great work.lu
luWe’re looking for a creative thinker with creativity,…lu
",,https://www.indeed.com/rc/clk?jk=caab1f6d0d1586a4&fccid=94e3ebca7b35fbe7&vjs=3
508,newMAGENTO DEVELOPER,Coalition Technologies,"Culver City, CA 90232•Remote",2 days ago,2021-09-09,"
luCoalition Technologies is devoted to doing the highest quality of work for our clients while maintaining a fun, thriving environment for our team.lu
",,https://www.indeed.com/company/Coalition-Technologies/jobs/Magento-Developer-48bb0e18e256e8dd?fccid=cb4bf53ec81a87ba&vjs=3
509,Full Stack Developer,AnitaB.org,"Belmont, CA•Remote",30+ days ago,2021-09-09,"
luAt AnitaB.org, we envision a future where the people who imagine and build technology mirror the people and societies for whom they build it.lu
",,https://www.indeed.com/rc/clk?jk=125d2a1783343a33&fccid=335ea0ff0149f7c3&vjs=3
510,Technical Platforms Administrator,Center for Mindful Self-Compassion,Remote,30+ days ago,2021-09-09,"
luYou will work from home and meet with the Associate Executive Director (AED) online or by phone at least 2-3 times per week.lu
",,https://www.indeed.com/rc/clk?jk=72c95a39b89b9be9&fccid=dd616958bd9ddc12&vjs=3
511,Experienced WordPress Developer,QAT Global,"Omaha, NE•Remote",30+ days ago,2021-09-09,"
luSupport the building of new features by creating responsive, highly performant WordPress API endpoints.lu
luWriting clean, fast luPHPlu to a high standard, in a timely…lu
",,https://www.indeed.com/rc/clk?jk=c06a6c50ded70050&fccid=f01b7eefe02d8745&vjs=3
512,Sr. Web Developer,Rebel Interactive Group,"Southington, CT 06489•Remote",30+ days ago,2021-09-09,"
luMulti-tasking responsibilities include working with internal teams and directly with clients to maintain existing websites, build new websites, set up hosting…lu
",,https://www.indeed.com/rc/clk?jk=d8d5e9e552882cec&fccid=f08ea31d8910e739&vjs=3
513,Software Development Engineer II,MasterCard,"O'Fallon, MO 63368•Temporarily Remote",30+ days ago,2021-09-09,"
luDelivered scalable products through a CI/CD pipeline deploying on-prem or in a public cloud infrastructure.lu
luEnsure quality of one or more application codebases…lu
",,https://www.indeed.com/rc/clk?jk=05f542478e9881d0&fccid=10b5c722d846df43&vjs=3
514,"Software Developer - Portland, OR Office / US Remote",LanguageLine Solutions,"Portland, OR•Remote",10 days ago,2021-09-09,"
luKnowledge of multiple back-end languages (e.g. Java, node.js, php).lu
luWork with project team to develop full stack applications.lu
",,https://www.indeed.com/rc/clk?jk=153bba47c6dd926f&fccid=fde5e86001dc4f53&vjs=3
515,Senior React Developer,Quest Controls,Remote,30+ days ago,2021-09-09,"
luWe are looking for a full-time Senior React Developer to build high-performance, logic-intensive, web-based enterprise software.lu
",,https://www.indeed.com/rc/clk?jk=d5a09fd60d8aeb50&fccid=e729098caf9d924d&vjs=3
516,"Jr. Software Engineer, Backend","The Constant Company, LLC Creator of Vultr",Remote,30+ days ago,2021-09-09,"
luAs part of the Web Operations team, you'll work alongside multidisciplinary team members to design, create, and maintain a wide range of software artifacts for…lu
","$60,000 to $70,000 a year",https://www.indeed.com/rc/clk?jk=206dda2dd0ae9af8&fccid=dd616958bd9ddc12&vjs=3
517,Platform Systems Engineer,The Last Mile (TLM),"San Francisco, CA•Remote",30+ days ago,2021-09-09,"
luReports to: Director of Engineering.lu
luThe Last Mile, a non-profit based in San Francisco, is the first prison program in the US to provide in-prison software…lu
",,https://www.indeed.com/rc/clk?jk=abba40109a5000c6&fccid=3fb734fce7ef30ea&vjs=3
518,newData Integration Engineer/ Data Analyst,Interfolio,"Washington, DC 20036 (Downtown area)•Remote",8 days ago,2021-09-09,"
luInterfolio operates the first holistic faculty information system to support the full lifecycle of faculty work, from job seeking to review, tenure, sabbatical,…lu
",,https://www.indeed.com/rc/clk?jk=2aa2e000287a4f7b&fccid=20f2e9b5b26ea52f&vjs=3
519,newPrincipal ServiceNow Developer (Remote),ICF,"Richmond, VA 23219 (Central Office area)•Remote",1 day ago,2021-09-09,"
luWe help them identify high-value services as candidates for modernization and collaborate with product/process owners to refine the underlying business…lu
",,https://www.indeed.com/rc/clk?jk=1da2cf286e087344&fccid=e290923a98afee94&vjs=3
520,Systems Engineer,Optos,"Marlborough, MA 01752•Remote",30+ days ago,2021-09-09,"
luWe are currently looking for a Systems Engineer to join our Product Management team working remotely.lu
luYou will be responsible for developing and implementing…lu
",,https://www.indeed.com/company/Optos/jobs/System-Engineer-957bbae1838967d1?fccid=12d68be208aa2bb3&vjs=3
521,Software Engineer - Facebook Reality Labs Identity,Facebook,Remote,25 days ago,2021-09-09,"
luDemonstrated knowledge of building scalable backend infrastructure and OS services.lu
luAs an engineer on the team you will be responsible for the design,…lu
",,https://www.indeed.com/rc/clk?jk=3a3625ffb22766cb&fccid=1639254ea84748b5&vjs=3
522,Senior Drupal Developer (Remote),cloudteam,"Jacksonville Beach, FL•Remote",13 days ago,2021-09-09,"
luDesign and implement new features and functionality.lu
luParticipate in formulating an effective, responsive design and turning it into a working theme.lu
",,https://www.indeed.com/rc/clk?jk=db5292fbf12dd7ef&fccid=8e2d5787f67bc92e&vjs=3
523,newIntegration Engineer,Soaren Management,"Scottsdale, AZ 85254 (Paradise Valley area)•Remote",Active 9 days ago,2021-09-09,"
luSoaren Management provides customer-centric alternative lending solutions in consumer markets via proprietary underwriting and loan management systems.lu
",,https://www.indeed.com/company/Soaren-Management/jobs/Integration-Engineer-dbdbebc5912adf23?fccid=f655b63832cd2f25&vjs=3
524,"Software Engineer / SRE, Runtime & Traffic",Etsy,"Brooklyn, NY 11201•Remote",16 days ago,2021-09-09,"
luDesign, develop and implement highly scalable and maintainable systems by contributing at all levels of our infrastructure stack using technologies like Chef,…lu
",,https://www.indeed.com/rc/clk?jk=9b8139a49b9e80ab&fccid=9ecb91618c39a24f&vjs=3
525,Financial Implementation Consultant - Medium Enterprise,Workday,"Atlanta, GA•Remote",30+ days ago,2021-09-09,"
luWorkday Financial Consultants ensure successful deployments by architecting, configuring, and testing the Workday solution to meet the specific needs of our…lu
",,https://www.indeed.com/rc/clk?jk=3facc60b5e5ac841&fccid=9ac45d217f8342a1&vjs=3
526,Senior/Mid-Senior Front End Developer,Emergya,Remote,30+ days ago,2021-09-09,"
luDeally, you should have at least five years experience, experience in large and international projects, used to work hand by hand with the customer, be fluent…lu
",,https://www.indeed.com/rc/clk?jk=e6e22a92e23b7149&fccid=84954f7acab9e972&vjs=3
527,IT SR Systems Engineer,Mayo Clinic,"Phoenix, AZ 85001 (Central City area)•Remote",30 days ago,2021-09-09,"
luUnder general supervision and guidance, the Senior IT Systems Engineer is responsible for the maintenance and support of moderately complex systems software and…lu
",,https://www.indeed.com/rc/clk?jk=4698ade1810f57b0&fccid=26877094797beef3&vjs=3
528,Senior Full Stack Software Engineer,HealthcareSource,Remote,30+ days ago,2021-09-09,"
luDesign, develop and build new features and API integrations.lu
luThe Senior luPHPlu Software Engineer will work closely with other engineers, product manager as well as…lu
",,https://www.indeed.com/rc/clk?jk=4e03586f19852b62&fccid=82a001526c16daae&vjs=3
529,"Senior Software Engineer, Shared Services",Promenade,"Santa Monica, CA•Remote",30+ days ago,2021-09-09,"
luThis role will focus on adding new features and assisting with deployments.lu
luWrite clean, scalable, and robust luPHPlu code.lu
luGreat Medical/Dental/Vision coverage.lu
",,https://www.indeed.com/rc/clk?jk=aeb1ebf6728edb28&fccid=a1e0723148d5dec7&vjs=3
530,Senior Web Developer (Long Term Contract),Databricks,Remote,30+ days ago,2021-09-09,"
luThe right candidate will be part of expanding the marketing website and support the web first approach for all marketing programs.lu
",,https://www.indeed.com/rc/clk?jk=577defcbd35e2848&fccid=3d0f7ba22a49432f&vjs=3
531,Ruby on Rails Engineer,FullStack,"Iowa City, IA 52240•Remote",23 days ago,2021-09-09,"
luArchitect scalable and performant web applications and APIs.lu
luLead in developing and improving all aspects of our rails applications.lu
",,https://www.indeed.com/rc/clk?jk=f82e3052ec5a2180&fccid=b304353ea27dab4f&vjs=3
532,Drupal Developer,The Tombras Group,"Knoxville, TN•Remote",30+ days ago,2021-09-09,"
luFull understanding of the Drupal API and being able to justify contrib vs. custom module development to provide features to a Drupal site.lu
",,https://www.indeed.com/company/The-Tombras-Group/jobs/Drupal-Developer-324c3ddd3d2edf83?fccid=6130a50558f36dec&vjs=3
533,Senior React Developer (Remote US),"Medallia, Inc.","San Francisco, CA 94105 (South Beach area)•Remote",30+ days ago,2021-09-09,"
luShip great software that is scalable and robust and then keep it humming.lu
luDrive the technical roadmap and definition and help the team prioritize and plan.lu
",,https://www.indeed.com/rc/clk?jk=8f17d9fd7628668d&fccid=da1c713f8d71846e&vjs=3
534,Lead Software Engineer,Tierpoint,Remote,30+ days ago,2021-09-09,"
luProvide design, development, documentation, testing, and subsequent ongoing support of new and existing features.lu
luSpring MVC, Spring Boot, Spring JDBC.lu
",,https://www.indeed.com/company/Tierpoint/jobs/Lead-Software-Engineer-c286874533c37948?fccid=26b5b1ac94564f55&vjs=3
535,"Software Development Engineer, C/C++","Zoom Video Communications, Inc.","San Francisco Bay Area, CA•Remote",30+ days ago,2021-09-09,"
luDesign and implement C/C++ features to improve the backend system.lu
luUse modern C++ 11/14/17 features to store and operate BigData database (We are using NoSQL…lu
",,https://www.indeed.com/rc/clk?jk=7a0f84aa08423022&fccid=e32d933c26e873c8&vjs=3
536,newDevOps Engineer,SHR Talent,Remote,7 days ago,2021-09-09,"
luThe DevOps Engineer is responsible for maintaining uptime, availability, and security for infrastructure that powers a variety of public web properties.lu
",,https://www.indeed.com/rc/clk?jk=2ddd36eddaa12f1d&fccid=17a3805ec0ac819d&vjs=3
537,Full-Stack Software Developer,Tailwind,Remote,30+ days ago,2021-09-09,"
luProblem-solving: You have exceptional analytical skills, are an out-of-the-box thinker, and are comfortable with quickly learning, evaluating, and deploying new…lu
",,https://www.indeed.com/rc/clk?jk=3bbece21a95e049f&fccid=c4b58f4ddb0e544f&vjs=3
538,Technical SEO Lead,Vivid Seats,Remote,28 days ago,2021-09-09,"
luThe Opportunity: As a Technical SEO Lead, you will work closely with product, engineering and marketing teams to identify areas of opportunity for traffic…lu
",,https://www.indeed.com/rc/clk?jk=a87bcc262616ff02&fccid=5d594c657a2518b4&vjs=3
539,Linux/ Cloud Support Engineer,ServerGuy,Remote,30+ days ago,2021-09-09,"
luDeliver excellent customer support via email/helpdesk, and live chat.lu
luDeploy, Automate, Support, and Troubleshoot services.lu
",,https://www.indeed.com/rc/clk?jk=80f51312b270fc03&fccid=931a0fae0325f7d4&vjs=3
540,"Software Development Engineer, C/C++","Zoom Video Communications, Inc.","San Francisco Bay Area, CA•Remote",30+ days ago,2021-09-09,"
luDesign and implement C/C++ features to improve the backend system.lu
luUse modern C++ 11/14/17 features to store and operate BigData database (We are using NoSQL…lu
",,https://www.indeed.com/rc/clk?jk=7a0f84aa08423022&fccid=e32d933c26e873c8&vjs=3
541,newDevOps Engineer,SHR Talent,Remote,7 days ago,2021-09-09,"
luThe DevOps Engineer is responsible for maintaining uptime, availability, and security for infrastructure that powers a variety of public web properties.lu
",,https://www.indeed.com/rc/clk?jk=2ddd36eddaa12f1d&fccid=17a3805ec0ac819d&vjs=3
542,Full-Stack Software Developer,Tailwind,Remote,30+ days ago,2021-09-09,"
luProblem-solving: You have exceptional analytical skills, are an out-of-the-box thinker, and are comfortable with quickly learning, evaluating, and deploying new…lu
",,https://www.indeed.com/rc/clk?jk=3bbece21a95e049f&fccid=c4b58f4ddb0e544f&vjs=3
543,Technical SEO Lead,Vivid Seats,Remote,28 days ago,2021-09-09,"
luThe Opportunity: As a Technical SEO Lead, you will work closely with product, engineering and marketing teams to identify areas of opportunity for traffic…lu
",,https://www.indeed.com/rc/clk?jk=a87bcc262616ff02&fccid=5d594c657a2518b4&vjs=3
544,Linux/ Cloud Support Engineer,ServerGuy,Remote,30+ days ago,2021-09-09,"
luDeliver excellent customer support via email/helpdesk, and live chat.lu
luDeploy, Automate, Support, and Troubleshoot services.lu
",,https://www.indeed.com/rc/clk?jk=80f51312b270fc03&fccid=931a0fae0325f7d4&vjs=3
